"";"ProbeNr";"Datum der Entnahme";"Uhrzeit der Entnahme";"Probe Valide";"Kläranlagen-ID";"Name der Kläranlage";"Probenbegleitschein vollständig";"Genkopien im Durchschnitt (Gq/ml)";"Genkopien N1/ml";"Genkopien N2/ml";"Anteil Genkopien Durchschnitt zu PMMoV x100.000";"Probennahme (Anfangs )Zeit";"Probennahme (End )Zeit";"Probennahmeart";"Probenvolumen (ml)";"Gesamt-Volumen (Liter) der Mischprobe vor Abfüllung (geschätzt)";"Temperatur des Rohabwassers (Grad Celsius)";"Leitfähigkeit des Rohabwassers (uS/cm)";"pH-Wert des Rohabwassers";"NH4-Konzentration";"Volumenstrom (m3/d)";"Niederschläge am Vortag der Probenentnahme (mm)";"Niederschläge am Probenentnahmetag (mm)";"Lufttemperatur am Probenentnahmetag (Grad Celsius)";"Chemischer Sauerstoffbedarf CSB (mg/l)";"Total Organic Carbon TOC (mg/l)"
"891";35640;2023-05-01;" 00:00:00";" ja";23128;" Speyer";" ja";" 562";" 477";" 647";" 159";2023-05-01 00:00:00;2023-05-01 23:59:00;" MP";" 1000";" 2";" 16.9";" 1697";" 7.47";" 55";" 11891";" nicht messbar";" 0";" nicht messbar";" 513";" nicht messbar"
"892";35642;2023-05-01;" 00:00:00";" ja";22459;" Zweibrücken";" ja";" 358";" 192";" 524";" 396";2023-05-01 00:00:00;2023-05-01 23:59:00;" MP";" 1000";" 6.5";" 11.7";" 944";" 7.66";" 25.2";" 11572";" 0";" 3";" NA";" 427";" 161"
"893";35645;2023-05-01;" 00:00:00";" ja";22431;" Koblenz";" ja";" 421.5";" 362";" 481";" 145";2023-05-01 00:00:00;2023-05-01 23:59:00;" MP";" 1000";" 5";" 13.8";" 1000";" 7.9";" 52";" 22552";" 0";" 0";" 14.7";" 1160";" 265"
"894";35646;2023-05-02;" 08:30:00";" ja";22386;" Pirmasens-Blümelstal";" ja";" 186";" 103";" 269";" 215";2023-05-01 00:00:00;2023-05-01 23:59:00;" MP";" 1000";" 12";" 12.3";" 480";" 7.5";" 20.1";" 9720";" 0";" 0";" 11.7";" 247";" nicht messbar"
"895";35647;2023-05-02;" 00:00:00";" ja";22387;" Pirmasens-Felsalbe";" nein";" 430";" 218";" 642";" 239";2023-05-01 00:00:00;2023-05-01 23:59:00;" MP";" NA";" NA";" NA";" NA";" NA";" NA";" NA";" NA";" NA";" NA";" NA";" NA"
"896";35652;2023-05-02;" 07:45:00";" ja";20027;" Bad Kreuznach";" ja";" 241.5";" 116";" 367";" 203";2023-05-01 00:00:00;2023-05-01 23:59:00;" MP";" 1000";" 3.5";" 14.2";" 1.1";" 6.67";" 32.2";" 19500";" nicht messbar";" nicht messbar";" 14.1";" 492";" 122"
"897";35653;2023-05-02;" 08:00:00";" ja";22439;" Mainz";" nein";" 299";" 202";" 396";" 127";2023-05-01 00:00:00;2023-05-01 23:59:00;" MP";" 1000";" 6";" 6";" 1699";" 7.6";" nicht messbar";" 42701";" nicht messbar";" NA";" 14.3";" 748";" 207"
"898";35654;2023-05-01;" 00:00:00";" ja";22449;" Worms";" ja";" 409";" 267";" 551";" 639";2023-05-01 08:00:00;2023-05-02 08:00:00;" MP";" 1000";" 12";" 14.7";" 1764";" 8";" 55.6";" 22884";" 1";" 1";" NA";" 841";" nicht messbar"
"899";35657;2023-05-02;" 08:00:00";" ja";22448;" Trier";" nein";" 183";" 135";" 231";" 60";2023-05-01 08:00:00;2023-05-02 08:00:00;" MP";" 1000";" 5";" NA";" 811";" 7.6";" nicht messbar";" 27419";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar"
"900";35658;2023-05-02;" 08:00:00";" ja";19985;" Andernach";" ja";" 267.5";" 163";" 372";" 73.9";2023-05-01 08:00:00;2023-05-02 08:00:00;" MP";" 1000";" 8.5";" 7.2";" 1999";" 8.26";" nicht messbar";" 8992";" 0";" 0";" NA";" nicht messbar";" nicht messbar"
"901";35659;2023-05-03;" 00:00:00";" ja";22425;" Germersheim";" ja";" 495.5";" 419";" 572";" 101";2023-05-03 00:00:00;2023-05-03 23:59:00;" MP";" 100";" 24";" 16.5";" 121.57";" 8.18";" 45";" 6355";" 0";" 0";" 12.7";" 625";" nicht messbar"
"902";35661;2023-05-02;" 08:30:00";" ja";22430;" Kaiserslautern";" ja";" 86";" 50";" 122";" 50.3";2023-05-01 00:00:00;2023-05-01 23:59:00;" MP";" 1000";" 5";" 17.7";" 810";" 7.79";" 33.5";" 58618";" 0";" 2";" NA";" 207";" 69.02"
"903";35662;2023-05-04;" 07:00:00";" ja";22447;" Montabaur, GKA";" ja";" 517";" 253";" 781";" 306";2023-05-03 00:00:00;2023-05-03 23:59:00;" MP";" 1000";" 5.2";" 11";" 865";" 7.63";" 24";" 10970";" 0";" 0";" NA";" 409";" nicht messbar"
"904";35663;2023-05-03;" 18:00:00";" ja";25315;" BASF Ludwigshafen";" ja";" 133.5";" 28";" 239";" 746";2023-05-02 18:00:00;2023-05-03 18:00:00;" MP";" 2000";" 20";" 23";" nicht messbar";" 7";" nicht messbar";" 255470";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar";" 300"
"905";35664;2023-05-02;" 08:00:00";" ja";22438;" Landau";" ja";" 116.5";" 38";" 195";" 83.2";2023-05-01 08:00:00;2023-05-02 08:00:00;" MP";" 1000";" 5";" 14.1";" nicht messbar";" 8.1";" 41.9";" 26367";" 0";" 3";" NA";" 1242";" nicht messbar"
"906";35665;2023-05-03;" 00:00:00";" ja";23128;" Speyer";" nein";" 758";" 519";" 997";" 157";2023-05-03 00:00:00;2023-05-03 23:59:00;" MP";" 1000";" 2";" 16.5";" 1881";" 7.53";" 61";" NA";" NA";" NA";" NA";" 580";" nicht messbar"
"907";35666;2023-05-04;" 00:00:00";" ja";19985;" Andernach";" ja";" 371.5";" 286";" 457";" 159";2023-05-03 08:00:00;2023-05-04 08:00:00;" MP";" 1000";" 8";" 13.8";" 9276";" 8.2";" nicht messbar";" 9276";" 0";" 0";" NA";" nicht messbar";" nicht messbar"
"908";35667;2023-05-03;" 00:00:00";" ja";32373;" Neustadt";" ja";" 801";" 611";" 991";" 240";2023-05-03 00:00:00;2023-05-03 23:59:00;" MP";" 1000";" 7.5";" 9.1";" 1180";" 8.06";" 60.3";" 8955";" 0";" 0";" 12.6";" 873";" nicht messbar"
"909";35668;2023-05-04;" 08:00:00";" ja";22448;" Trier";" nein";" 730";" 483";" 977";" 160";2023-05-03 08:00:00;2023-05-04 08:00:00;" MP";" 2000";" 7.5";" NA";" 1002";" 7.6";" nicht messbar";" 25323";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar"
"910";35669;2023-05-04;" 00:00:00";" ja";22430;" Kaiserslautern";" ja";" 436.5";" 278";" 595";" 331";2023-05-03 00:00:00;2023-05-03 23:59:00;" MP";" 1000";" 5";" 12.9";" 791";" 7.68";" 21.18";" 55781";" 0";" 0";" nicht messbar";" 170";" 51.02"
"911";35670;2023-05-04;" 07:55:00";" ja";22439;" Mainz";" nein";" 489.5";" 414";" 565";" 180";2023-05-03 00:00:00;2023-05-03 23:59:00;" MP";" 1000";" 6";" 6";" 1687";" 7.7";" nicht messbar";" 44032";" nicht messbar";" NA";" 10.5";" 797";" 253"
"912";35671;2023-05-03;" 00:00:00";" ja";22459;" Zweibrücken";" ja";" 1009.5";" 749";" 1270";" 323";2023-05-03 00:00:00;2023-05-03 23:59:00;" MP";" 1000";" 6";" nicht messbar";" 1254";" 7.55";" 32.7";" 11883";" 0";" 0";" nicht messbar";" 630";" 233"
"913";35672;2023-05-03;" 00:00:00";" ja";22431;" Koblenz";" ja";" 776";" 838";" 714";" 297";2023-05-03 00:00:00;2023-05-03 23:59:00;" MP";" 1000";" 5";" 13.8";" 1300";" 7.9";" 47";" 24848";" 0";" 0";" 12.1";" 712";" 178"
"914";35673;2023-05-04;" 08:00:00";" ja";22449;" Worms";" ja";" 1079";" 798";" 1360";" 264";2023-05-03 08:00:00;2023-05-04 08:00:00;" MP";" 1000";" 12";" 14.7";" 1617";" 7.94";" 58.8";" 20496";" 0";" 0";" NA";" 875";" nicht messbar"
"915";35699;2023-05-04;" 00:00:00";" ja";20027;" Bad Kreuznach";" ja";" 678";" 445";" 911";" 176";2023-05-03 00:00:00;2023-05-03 23:59:00;" MP";" 1000";" 4";" 19.7";" 1.09";" 6.67";" 36.2";" 18540";" nicht messbar";" nicht messbar";" 13.8";" 175";" 150"
"916";35700;2023-05-04;" 08:45:00";" ja";22386;" Pirmasens-Blümelstal";" ja";" 610";" 429";" 791";" 280";2023-05-03 00:00:00;2023-05-03 23:59:00;" MP";" 1000";" 12";" 12.1";" 809";" 7.6";" nicht messbar";" 7740";" nicht messbar";" 0";" nicht messbar";" nicht messbar";" nicht messbar"
"917";35701;2023-05-04;" 07:45:00";" ja";22387;" Pirmasens-Felsalbe";" ja";" 1408.5";" 847";" 1970";" 701";2023-05-03 00:00:00;2023-05-03 23:59:00;" MP";" 1000";" 7";" 11.4";" 713";" 7.2";" nicht messbar";" 3800";" 0";" 0";" 5";" nicht messbar";" nicht messbar"
"918";35775;2023-05-04;" 08:00:00";" ja";22438;" Landau";" ja";" 729";" 469";" 989";" 284";2023-05-03 08:00:00;2023-05-04 08:00:00;" MP";" 1000";" 5";" 13.8";" nicht messbar";" 8";" 41.6";" 12479";" 0";" 0";" NA";" 663";" nicht messbar"
"919";35790;2023-05-08;" 00:00:00";" ja";22425;" Germersheim";" ja";" 126";" 92";" 160";" 264";2023-05-08 00:00:00;2023-05-08 23:59:00;" MP";" 100";" 24";" 16.8";" 76.18";" 8.16";" 32.5";" 10424";" 2";" 0";" 16.1";" 438";" nicht messbar"
"920";35791;2023-05-09;" 08:15:00";" ja";22430;" Kaiserslautern";" ja";" 141.5";" 63";" 220";" 222";2023-05-08 00:00:00;2023-05-08 23:59:00;" MP";" 1000";" 5";" nicht messbar";" 702";" 7.36";" 18.17";" 66534";" 7";" 0";" NA";" 299";" 72.47"
"921";35792;2023-05-09;" 07:00:00";" ja";22447;" Montabaur, GKA";" ja";" 11.5";" 10";" 13";" 133";2023-05-08 00:00:00;2023-05-08 23:59:00;" MP";" 1000";" 12.5";" 11.5";" 476";" 7.66";" 6.48";" 24740";" 21";" 3";" NA";" 168";" nicht messbar"
"922";35793;2023-05-08;" 18:00:00";" ja";25315;" BASF Ludwigshafen";" ja";" 11.5";" 10";" 13";" 43.2";2023-05-07 18:00:00;2023-05-08 18:00:00;" MP";" 2000";" 20";" 23";" nicht messbar";" 7";" nicht messbar";" 330085";" nicht messbar";" 8";" nicht messbar";" nicht messbar";" 210"
"923";35794;2023-05-08;" 00:00:00";" ja";32373;" Neustadt";" ja";" 112";" 64";" 160";" 143";2023-05-08 00:00:00;2023-05-08 23:59:00;" MP";" 1000";" 11";" 9.1";" 713";" 7.94";" 31.8";" 17165";" 8";" 9";" 15.6";" 578";" nicht messbar"
"924";35795;2023-05-09;" 08:00:00";" ja";22448;" Trier";" nein";" 101.5";" 79";" 124";" 158";2023-05-08 08:00:00;2023-05-09 08:00:00;" MP";" 2000";" 7.5";" NA";" 706";" 7.57";" nicht messbar";" 31427";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar"
"925";35796;2023-05-08;" 00:00:00";" ja";20027;" Bad Kreuznach";" ja";" 140.5";" 73";" 208";" 84.1";2023-05-08 00:00:00;2023-05-08 23:59:00;" MP";" 1000";" 12";" 16.3";" 1.23";" 6.73";" 23.5";" 29590";" 0";" 4";" NA";" 530";" 124"
"926";35797;2023-05-08;" 00:00:00";" ja";22431;" Koblenz";" ja";" 96.5";" 62";" 131";" 96.8";2023-05-08 00:00:00;2023-05-08 23:59:00;" MP";" 1000";" 5";" 14.2";" 600";" 7.6";" 18.9";" 81112";" 18";" 5";" 15.7";" 491";" 142"
"927";35798;2023-05-09;" 00:00:00";" ja";22438;" Landau";" ja";" 153";" 95";" 211";" 122";2023-05-08 08:00:00;2023-05-09 08:00:00;" MP";" 1000";" 5";" 14.5";" nicht messbar";" 8.1";" 44.1";" 11481";" 2";" 0";" NA";" 486";" nicht messbar"
"928";35799;2023-05-09;" 08:00:00";" ja";22439;" Mainz";" nein";" 161";" 100";" 222";" 81.7";2023-05-08 00:00:00;2023-05-08 23:59:00;" MP";" 1000";" 6";" 6";" 1256";" 7.8";" nicht messbar";" 74752";" nicht messbar";" NA";" 15";" 645";" 204"
"929";35800;2023-05-09;" 07:45:00";" ja";22386;" Pirmasens-Blümelstal";" ja";" 183";" 148";" 218";" 187";2023-05-08 00:00:00;2023-05-08 23:59:00;" MP";" 1000";" 12";" 13.1";" 623";" 7.5";" nicht messbar";" 8690";" nicht messbar";" 2";" nicht messbar";" nicht messbar";" nicht messbar"
"930";35801;2023-05-09;" 07:35:00";" ja";22387;" Pirmasens-Felsalbe";" ja";" 365.5";" 196";" 535";" 230";2023-05-08 00:00:00;2023-05-08 23:59:00;" MP";" 1000";" 7";" 12";" 539";" 7.2";" nicht messbar";" 3880";" 4";" 0";" 11";" nicht messbar";" nicht messbar"
"931";35802;2023-05-08;" 00:00:00";" ja";23128;" Speyer";" ja";" 132.5";" 93";" 172";" 219";2023-05-08 00:00:00;2023-05-08 23:59:00;" MP";" 1000";" 8";" 17.8";" 833";" 7.3";" 25.7";" 26006";" nicht messbar";" 2";" nicht messbar";" 433";" nicht messbar"
"932";35803;2023-05-08;" 00:00:00";" ja";22459;" Zweibrücken";" ja";" 158";" 106";" 210";" 197";2023-05-08 00:00:00;2023-05-08 23:59:00;" MP";" 1000";" 9";" 13.3";" 827";" 7.76";" 25.3";" 14283";" 0";" 1";" NA";" 797";" 255"
"933";35805;2023-05-09;" 00:00:00";" ja";19985;" Andernach";" ja";" 67";" 41";" 93";" 104";2023-05-08 08:00:00;2023-05-09 08:00:00;" MP";" 1000";" 9";" 12";" 1309";" 8.1";" nicht messbar";" 17125";" 31";" 0";" NA";" nicht messbar";" nicht messbar"
"934";35833;2023-05-10;" 00:00:00";" ja";20027;" Bad Kreuznach";" ja";" 120";" 66";" 174";" 2449";2023-05-10 00:00:00;2023-05-10 23:59:00;" MP";" 1000";" 10";" 15.7";" 1.14";" 6.46";" 28.2";" 33560";" 7";" 1";" NA";" 477";" 124"
"935";35834;2023-05-10;" 00:00:00";" ja";22431;" Koblenz";" ja";" 116";" 72";" 160";" 185";2023-05-10 00:00:00;2023-05-10 23:59:00;" MP";" 1000";" 5";" 14.4";" 700";" 7.4";" 16.8";" 77576";" 13";" 5";" 14.6";" 412";" 109"
"936";35835;2023-05-10;" 08:00:00";" ja";19985;" Andernach";" ja";" 18.5";" 17";" 20";" 75.5";2023-05-10 08:00:00;2023-05-11 08:00:00;" MP";" 1000";" 11";" 14.8";" 816";" 8";" nicht messbar";" 31626";" 32";" 8";" NA";" nicht messbar";" nicht messbar"
"937";35836;2023-05-10;" 00:00:00";" ja";22425;" Germersheim";" ja";" 138";" 88";" 188";" 110";2023-05-10 00:00:00;2023-05-10 23:59:00;" MP";" 100";" 24";" 16.2";" 78.58";" 8.02";" 24.8";" 13630";" 7";" 1";" 15.2";" 370";" nicht messbar"
"938";35837;2023-05-10;" 18:00:00";" ja";25315;" BASF Ludwigshafen";" ja";" 18.5";" 17";" 20";" 102";2023-05-09 18:00:00;2023-05-10 18:00:00;" MP";" 2000";" 20";" 23";" nicht messbar";" 7";" nicht messbar";" 253000";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar";" 210"
"939";35838;2023-05-10;" 16:45:00";" ja";22459;" Zweibrücken";" ja";" 94.5";" 81";" 108";" 191";2023-05-10 00:00:00;2023-05-10 23:59:00;" MP";" 1000";" 12";" 10.4";" 645";" 7.76";" 17.3";" 19847";" 10";" 0";" NA";" 292";" 138"
"940";35839;2023-05-11;" 00:00:00";" ja";22430;" Kaiserslautern";" ja";" 120";" 61";" 179";" 181";2023-05-10 00:00:00;2023-05-10 23:59:00;" MP";" 1000";" 5";" nicht messbar";" 968";" 7.78";" 52.6";" 104333";" 32";" 0";" NA";" 918";" 257.88"
"941";35840;2023-05-11;" 08:00:00";" ja";22438;" Landau";" ja";" 150.5";" 104";" 197";" 163";2023-05-10 08:00:00;2023-05-11 08:00:00;" MP";" 1000";" 5";" 14.5";" nicht messbar";" 7.4";" 43.4";" 27643";" 9";" 0";" NA";" 509";" nicht messbar"
"942";35841;2023-05-11;" 07:00:00";" ja";22447;" Montabaur, GKA";" ja";" 21.5";" 17";" 26";" 144";2023-05-10 00:00:00;2023-05-10 23:59:00;" MP";" 1000";" 14";" 12";" 522";" 7.58";" 5.11";" 26660";" 12";" 3";" NA";" 91.6";" nicht messbar"
"943";35842;2023-05-10;" 00:00:00";" ja";32373;" Neustadt";" ja";" 118";" 94";" 142";" 115";2023-05-10 00:00:00;2023-05-10 23:59:00;" MP";" 1000";" 12";" 13.2";" 694";" 7.95";" 31.3";" 19113";" 8";" 0";" 16.3";" 611";" nicht messbar"
"944";35843;2023-05-11;" 08:00:00";" ja";22448;" Trier";" nein";" 113";" 64";" 162";" 153";2023-05-10 08:00:00;2023-05-11 08:00:00;" MP";" 2000";" 7.5";" NA";" 663";" 7.7";" nicht messbar";" 47691";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar"
"945";35844;2023-05-11;" 07:15:00";" ja";22439;" Mainz";" nein";" 149";" 111";" 187";" 172";2023-05-10 00:00:00;2023-05-10 23:59:00;" MP";" 1000";" 6";" 6";" 1052";" 7.9";" nicht messbar";" 66611";" nicht messbar";" NA";" 15";" 442";" 167"
"946";35845;2023-05-11;" 00:00:00";" ja";22386;" Pirmasens-Blümelstal";" ja";" 211.5";" 153";" 270";" 540";2023-05-10 00:00:00;2023-05-10 23:59:00;" MP";" 1000";" 12";" 13.3";" 670";" 7.5";" 16.6";" 18540";" nicht messbar";" 2";" nicht messbar";" nicht messbar";" nicht messbar"
"947";35846;2023-05-10;" 00:00:00";" ja";23128;" Speyer";" ja";" 143";" 99";" 187";" 290";2023-05-10 00:00:00;2023-05-10 23:59:00;" MP";" 1000";" 7";" 17.8";" 1071";" 7.36";" 30.9";" 22229";" nicht messbar";" 1";" nicht messbar";" 457";" nicht messbar"
"948";35847;2023-05-11;" 07:30:00";" ja";22387;" Pirmasens-Felsalbe";" ja";" 157.5";" 93";" 222";" 168";2023-05-10 00:00:00;2023-05-10 23:59:00;" MP";" 1000";" 7";" 12.1";" 691";" 7.4";" nicht messbar";" 6850";" 0";" 0";" 8";" nicht messbar";" nicht messbar"
"949";35848;2023-05-08;" 08:00:00";" ja";22449;" Worms";" ja";" 126.5";" 141";" 112";" 123";2023-05-08 08:00:00;2023-05-09 08:00:00;" MP";" 1000";" 12";" 15.6";" 1107";" 7.8";" 42.2";" 25889";" 0";" 0";" NA";" 750";" nicht messbar"
"950";35849;2023-05-11;" 08:00:00";" ja";22449;" Worms";" ja";" 202";" 151";" 253";" 167";2023-05-10 08:00:00;2023-05-11 08:00:00;" MP";" 1000";" 12";" 15.6";" 1.22";" 7.9";" 38.8";" 22911";" 0";" 1";" NA";" 596";" nicht messbar"
"951";35996;2023-05-15;" 00:00:00";" ja";22425;" Germersheim";" ja";" 111.5";" 65";" 158";" 29";2023-05-15 00:00:00;2023-05-15 23:59:00;" MP";" 100";" 24";" 17.8";" 96.18";" 7.92";" 37.4";" 8288";" 0";" 5";" 16.2";" 429";" nicht messbar"
"952";35997;2023-05-16;" 08:10:00";" ja";22430;" Kaiserslautern";" ja";" 172.5";" 91";" 254";" 369";2023-05-15 00:00:00;2023-05-15 23:59:00;" MP";" 1000";" 5";" 13.3";" 769";" 7.81";" 21.49";" 61486";" 0";" 1";" NA";" 2332";" 76.53"
"953";35998;2023-05-16;" 08:00:00";" ja";22438;" Landau";" ja";" 94.5";" 52";" 137";" 16.6";2023-05-15 08:00:00;2023-05-16 08:00:00;" MP";" 1000";" 5";" 14.6";" nicht messbar";" 8";" 41.3";" 18768";" 0";" 1";" NA";" 592";" nicht messbar"
"954";35999;2023-05-14;" 18:00:00";" ja";25315;" BASF Ludwigshafen";" nein";" 4";" 7";" 1";" 15.8";2023-05-14 18:00:00;2023-05-15 18:00:00;" MP";" 2000";" 20";" 26";" nicht messbar";" 7";" nicht messbar";" 248949";" nicht messbar";" NA";" nicht messbar";" nicht messbar";" 200"
"955";36000;2023-05-15;" 00:00:00";" ja";32373;" Neustadt";" ja";" 124.5";" 80";" 169";" 52.3";2023-05-15 00:00:00;2023-05-15 23:59:00;" MP";" 1000";" 8";" 14.4";" 1059";" 8.17";" 48.1";" 12527";" 0";" 1";" 15.1";" 709";" nicht messbar"
"956";36001;2023-05-15;" 00:00:00";" ja";22431;" Koblenz";" ja";" 124.5";" 96";" 153";" 251";2023-05-15 00:00:00;2023-05-15 23:59:00;" MP";" 1000";" 5";" 14.7";" 1300";" 7.8";" 28.5";" 30580";" 1";" 0";" 15";" 530";" 144"
"957";36002;2023-05-16;" 07:20:00";" ja";22439;" Mainz";" nein";" 340";" 204";" 476";" 293";2023-05-15 00:00:00;2023-05-15 23:59:00;" MP";" 1000";" 6";" 6";" 1585";" 7.8";" nicht messbar";" 44672";" nicht messbar";" NA";" 14.8";" 719";" 211"
"958";36003;2023-05-16;" 07:00:00";" ja";22447;" Montabaur, GKA";" ja";" 78";" 35";" 121";" 71.6";2023-05-15 00:00:00;2023-05-15 23:59:00;" MP";" 1000";" 7.2";" 12";" 683";" 7.73";" 9.36";" 17430";" 3";" 0";" NA";" 232";" nicht messbar"
"959";36004;2023-05-16;" 07:50:00";" ja";22386;" Pirmasens-Blümelstal";" ja";" 119";" 73";" 165";" 83.2";2023-05-15 00:00:00;2023-05-15 23:59:00;" MP";" 1000";" 12";" 13.4";" 590";" 7.4";" 35.5";" 6368";" 0";" 0";" 9.3";" 580";" 155"
"960";36005;2023-05-16;" 07:45:00";" ja";22387;" Pirmasens-Felsalbe";" ja";" 120.5";" 51";" 190";" 77.2";2023-05-15 00:00:00;2023-05-15 23:59:00;" MP";" 1000";" 7";" 12.7";" 575";" 7.2";" nicht messbar";" 3830";" 0";" 0";" 9";" nicht messbar";" nicht messbar"
"961";36006;2023-05-15;" 00:00:00";" ja";23128;" Speyer";" ja";" 173";" 92";" 254";" 39.6";2023-05-15 00:00:00;2023-05-15 23:59:00;" MP";" 1000";" 5";" 18.3";" 1484";" 7.49";" 43.9";" 17433";" nicht messbar";" 6";" nicht messbar";" 798";" nicht messbar"
"962";36007;2023-05-15;" 00:00:00";" ja";22459;" Zweibrücken";" ja";" 105.5";" 66";" 145";" 74.8";2023-05-15 00:00:00;2023-05-15 23:59:00;" MP";" 1000";" 7";" 12.9";" 998";" 7.82";" 29.5";" 11373";" 0";" 1";" NA";" 694";" 241"
"963";36008;2023-05-15;" 00:00:00";" ja";20027;" Bad Kreuznach";" ja";" 155.5";" 67";" 244";" 86.9";2023-05-15 00:00:00;2023-05-15 23:59:00;" MP";" 1000";" 4";" 16.4";" 1.29";" 6.4";" 30.4";" 19300";" 0";" 0";" NA";" 684";" 130"
"964";36009;2023-05-16;" 08:00:00";" ja";19985;" Andernach";" ja";" 93.5";" 41";" 146";" 41";2023-05-15 08:00:00;2023-05-16 08:00:00;" MP";" 1000";" 10";" 14.1";" 2100";" 8.23";" nicht messbar";" 16333";" 0";" 3";" NA";" nicht messbar";" nicht messbar"
"965";36016;2023-05-18;" 00:00:00";" ja";22425;" Germersheim";" ja";" 233";" 163";" 303";" 585";2023-05-18 00:00:00;2023-05-18 23:59:00;" MP";" 100";" 24";" 17.5";" 131.27";" 8.04";" 63.8";" 6968";" 0";" 0";" 13";" 649";" nicht messbar"
"966";36017;2023-05-18;" 00:00:00";" ja";22431;" Koblenz";" ja";" 180.5";" 153";" 208";" 150";2023-05-18 00:00:00;2023-05-18 23:59:00;" MP";" 1000";" 5";" 15";" 1300";" 7.6";" 36.8";" 25000";" 0";" 0";" 13.2";" 712";" 200"
"967";36018;2023-05-18;" 07:00:00";" ja";22447;" Montabaur, GKA";" ja";" 87";" 45";" 129";" 96.1";2023-05-17 00:00:00;2023-05-17 23:59:00;" MP";" 1000";" 7";" 12";" 672";" 7.69";" 9.26";" 17770";" 2";" 0";" NA";" 234";" nicht messbar"
"968";36019;2023-05-17;" 00:00:00";" ja";22459;" Zweibrücken";" ja";" 168";" 97";" 239";" 195";2023-05-17 00:00:00;2023-05-17 23:59:00;" MP";" 1000";" 6";" 12.8";" 1014";" 7.91";" 32.1";" 10099";" 0";" 0";" NA";" 502";" 220"
"969";36031;2023-05-19;" 08:00:00";" ja";22448;" Trier";" nein";" 179";" 123";" 235";" 175";2023-05-18 08:00:00;2023-05-19 08:00:00;" MP";" 2000";" 7.5";" NA";" 1009";" 7.58";" nicht messbar";" 21019";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar"
"970";36032;2023-05-19;" 08:30:00";" ja";22430;" Kaiserslautern";" ja";" 190.5";" 106";" 275";" 719";2023-05-18 00:00:00;2023-05-18 23:59:00;" MP";" 1000";" 5";" 12.9";" 612";" 7.31";" 22.2";" 53797";" nicht messbar";" nicht messbar";" 13";" 381";" 74.9"
"971";36033;2023-05-18;" 08:00:00";" ja";22439;" Mainz";" nein";" 464";" 360";" 568";" 979";2023-05-18 00:00:00;2023-05-18 23:59:00;" MP";" 1000";" 6";" 6";" 1667";" 7.7";" nicht messbar";" 41536";" nicht messbar";" NA";" 12.3";" 707";" 192"
"972";36034;2023-05-18;" 08:00:00";" ja";19985;" Andernach";" ja";" 59.5";" 20";" 99";" 105";2023-05-18 08:00:00;2023-05-19 08:00:00;" MP";" 1000";" 10";" 14.6";" 1537";" 8";" nicht messbar";" 11177";" 0";" 0";" NA";" nicht messbar";" nicht messbar"
"973";36433;2023-05-22;" 00:00:00";" ja";22425;" Germersheim";" ja";" 79";" 59";" 99";" 26.1";2023-05-22 00:00:00;2023-05-22 23:59:00;" MP";" 100";" 24";" 17.4";" 106.88";" 7.98";" 43.5";" 8581";" 0";" 1";" 20.8";" 490";" nicht messbar"
"974";36434;2023-05-23;" 07:00:00";" ja";22447;" Montabaur, GKA";" ja";" 143";" 65";" 221";" 101";2023-05-22 00:00:00;2023-05-22 23:59:00;" MP";" 1000";" 5.5";" 14.5";" 847";" 7.87";" 24.2";" 11150";" 0";" 0";" NA";" 391";" nicht messbar"
"975";36435;2023-05-23;" 08:00:00";" ja";22448;" Trier";" nein";" 201";" 123";" 279";" 102";2023-05-22 08:00:00;2023-05-23 08:00:00;" MP";" 2000";" 7.5";" NA";" 1119";" 7.57";" nicht messbar";" 22775";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar";" nicht messbar"
"976";36436;2023-05-23;" 00:00:00";" ja";22430;" Kaiserslautern";" ja";" 203.5";" 126";" 281";" 274";2023-05-22 00:00:00;2023-05-22 23:59:00;" MP";" 1000";" 5";" 13.5";" 751";" 7.75";" 23.1";" 54696";" 0";" 0";" NA";" 325";" 74.72"
"977";36437;2023-05-22;" 00:00:00";" ja";22431;" Koblenz";" ja";" 134.5";" 85";" 184";" 108";2023-05-22 00:00:00;2023-05-22 23:59:00;" MP";" 1000";" 5";" 15.5";" 1500";" 7.6";" 41.9";" 26980";" 0";" 0";" 19.7";" 899";" 231"
"978";36438;2023-05-22;" 00:00:00";" ja";22439;" Mainz";" nein";" 223.5";" 166";" 281";" 112";2023-05-22 00:00:00;2023-05-22 23:59:00;" MP";" 1000";" 6";" 6";" 1492";" 7.9";" nicht messbar";" 61094";" nicht messbar";" NA";" 19.8";" 639";" 222"
